species,site,count,latin,纲,目,Order,科,Family,属
珠蝴蝶鱼,南扉暗沙,3,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,七连屿,5,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,永乐环礁,6,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,永暑礁北沙洲,14,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
主刺盖鱼,美济礁,7,Pomacanthus imperator,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺盖鱼属
壮体锯鳞鱼,美济礁,4,Myripristis robusta,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
紫红锯鳞鱼,美济礁,16,Myripristis violacea,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
紫红拟花鮨,美济礁,604,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
紫红拟花鮨,南扉暗沙,38,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
紫红拟花鮨,永暑礁北沙洲,334,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
棕吻鹦嘴鱼,美济礁,17,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,南扉暗沙,1,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,七连屿,8,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,永乐环礁,2,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,永暑礁北沙洲,12,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
纵带刺尾鱼,永暑礁北沙洲,4,Acanthurus lineatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
纵带弯线鳚,美济礁,2,Helcogramma striata,辐鳍鱼纲,鲈形目,Perciformes,三鳍鳚科,Tripterygiidae,弯线鳚属
纵带鹦天竺鲷,美济礁,2,Ostorhinchus angustatus,辐鳍鱼纲,鲈形目,Perciformes,天竺鲷科,Apogonidae,鹦天竺鲷属
纵带鹦天竺鲷,永暑礁北沙洲,12,Ostorhinchus angustatus,辐鳍鱼纲,鲈形目,Perciformes,天竺鲷科,Apogonidae,鹦天竺鲷属
纵纹锦鱼,漫步暗沙,98,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,美济礁,664,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,南扉暗沙,39,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,七连屿,179,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,永乐环礁,4,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,永暑礁北沙洲,884,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
